ID,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,From_Cache_la_Poudre
1954741551521,2165,350,27,42,20,750,161,183,153,1584,6102,1
1955013187059,2029,107,34,330,162,360,254,178,23,992,2704,1
1955483793903,2180,40,27,120,59,1114,211,169,78,1177,4703,1
1955932277633,2477,317,10,228,34,258,193,231,178,1915,2717,1
1957824181028,2304,39,29,0,0,1265,207,163,74,983,4703,1
1958146192587,2167,51,39,319,210,361,206,127,21,216,2702,1
1958233703511,2514,214,9,162,46,768,212,249,172,916,2703,0
1958652092326,2332,114,16,108,45,510,246,222,99,726,2705,1
1959146254640,2782,162,22,450,52,2542,235,239,123,2100,2705,0
1959329311757,2506,184,17,108,20,1126,222,249,155,1131,2705,0
1959502200779,2249,355,26,216,152,495,167,183,147,395,2703,1
1960274950519,2286,39,23,323,79,430,214,183,93,1584,4703,1
1960456880139,2531,187,30,301,75,968,208,245,150,1128,2704,0
1960597591154,2073,74,20,150,15,685,239,197,80,828,2703,1
1963081619594,2549,125,8,0,0,1369,234,235,133,1353,2703,0
1963468420577,2213,59,25,30,9,1323,229,179,68,679,6102,1
1964619976042,2448,81,14,127,23,636,238,214,104,1604,2717,1
1964717009604,2088,99,40,180,148,210,249,155,0,324,2702,1
1966038876187,2391,323,23,120,49,1116,154,209,191,1110,4703,1
1966745739478,2047,32,27,150,82,192,203,172,91,95,4703,1
1966974005528,2565,68,5,589,12,1180,225,230,139,1463,2703,0
1967012389594,2257,332,23,60,-8,888,159,203,179,384,4703,1
1968349709321,2570,284,7,480,100,816,200,240,179,864,2703,0
1968853587873,2397,100,18,85,16,987,247,213,89,900,2717,1
1971426506881,2375,111,15,60,7,497,244,223,104,1296,2705,1
1971654480373,2278,345,28,240,88,1149,153,184,161,258,4703,1
1971929602028,2745,207,10,330,34,2180,214,249,170,2455,2705,0
1972038852243,2552,100,12,242,49,964,239,224,113,1468,2705,0
1973315833382,2748,53,11,95,18,2455,227,215,121,2201,4704,0
1974004724509,2336,282,22,511,198,742,155,235,218,1500,4703,1
1975150523626,2503,313,20,454,242,509,162,220,196,618,4703,1
1975570107277,2622,27,10,319,18,1820,216,219,138,816,2703,0
1976474620435,2551,135,2,566,21,930,222,238,152,1115,2703,0
1976588469883,2051,6,30,124,86,190,167,166,123,170,4703,1
1976809457187,2202,333,39,85,70,306,107,161,177,510,4703,1
1976989140268,2409,317,26,190,3,816,143,207,200,1423,4703,1
1978139006080,2553,169,31,518,145,510,226,235,116,1321,2705,0
1978947659409,2225,1,23,120,35,1003,182,191,142,295,4703,1
1979290461527,2637,184,11,384,100,577,223,247,157,1518,2703,0
1980455430449,1958,123,14,30,5,67,243,228,111,391,2702,1
1980478493841,2661,217,22,162,54,2026,191,254,192,2629,2705,0
1980729822215,2647,97,17,300,90,2147,246,212,89,793,2705,0
1981001368230,2299,271,9,242,51,1182,196,243,187,853,2717,1
1981402598281,2349,119,13,0,0,295,242,228,113,882,6102,1
1982345937748,2475,31,33,120,50,1660,193,151,75,323,4703,0
1984012976036,2364,324,22,361,181,1381,159,211,188,495,4703,1
1984172085500,2534,124,10,60,-8,1261,238,233,125,1440,2705,0
1984176538651,2798,165,13,120,15,1103,231,244,142,1012,2703,0
1984245334283,2719,136,13,457,-19,648,240,235,122,277,2705,0
1984601043224,2433,106,23,90,23,966,252,204,67,1080,2705,0
1984726150456,2399,183,17,210,58,752,222,249,154,1209,2703,0
1984738948072,2157,166,28,153,76,514,230,235,116,540,2717,1
1985529729863,2270,7,32,120,73,1200,166,161,118,659,4703,1
1987769219340,2279,129,20,42,13,703,249,223,93,693,2705,1
1988272102266,2594,221,16,339,80,825,200,253,187,1581,2705,0
1989009332581,2867,102,22,679,234,2591,250,205,71,1842,4703,0
1989215774700,2263,0,34,420,106,708,150,155,127,854,4703,1
1989526529068,2526,91,14,247,66,987,241,218,104,1366,2705,0
1990234866451,2220,285,30,175,80,872,123,224,233,433,2702,1
1990885566861,2562,104,19,60,1,1490,248,213,85,1100,2705,0
1992592934926,2064,81,35,192,116,242,242,157,15,541,2702,1
1994222606494,2567,111,3,272,69,1084,225,236,145,1560,2705,0
1995285663165,2475,106,19,201,75,781,249,213,84,212,2703,1
1996187126666,2238,308,29,0,0,870,128,207,212,722,4703,1
1997996325073,2360,149,12,335,73,1025,236,239,131,1006,2704,1
1999304788792,2373,133,8,67,0,510,233,236,135,849,2703,0
1999768291883,2234,274,36,268,149,1503,106,223,244,819,4703,1
1999824997551,2809,185,25,313,143,2117,215,247,150,2147,4703,0
2000010608089,2368,120,7,108,-1,457,232,235,136,789,2703,0
2000593139567,2017,306,6,0,0,552,202,236,174,454,6102,1
2000785025098,2174,167,24,30,7,351,232,240,125,426,2702,1
2000822249944,2317,305,18,417,238,1441,169,228,198,957,4703,1
2001179113650,2402,351,10,234,98,361,203,224,159,306,4703,1
2002013340317,2092,284,17,295,84,402,170,238,207,212,2706,1
2003013329142,2293,174,18,120,35,319,228,246,144,418,2705,1
2003638677192,2364,273,22,120,35,150,155,240,221,648,4703,1
2004035567178,2648,77,8,382,52,1090,231,225,127,875,4704,0
2004989989699,2807,159,8,180,24,1015,229,242,145,912,2703,0
2006569693095,2495,15,13,234,45,997,208,212,139,331,2717,1
2008439001993,2154,161,21,90,-4,404,236,240,124,503,2702,1
2008790883641,2462,353,13,450,233,1022,197,217,157,924,2717,1
2008962557974,2533,98,15,30,-9,1329,243,218,100,1415,2705,0
2009138593888,2012,70,26,242,51,342,238,180,58,182,2706,1
2009156733556,2459,102,23,134,16,832,251,204,69,752,2702,1
2009327201075,2073,304,22,30,9,806,153,222,207,690,4703,1
2009822389834,2469,72,24,0,0,907,239,186,64,892,2702,1
2010750044603,2678,229,29,255,50,3131,165,251,211,1550,2705,0
2011331290181,2494,158,22,210,-55,1293,237,237,118,1442,2705,0
2012165589267,2396,175,11,30,2,750,226,246,151,1142,2704,0
2012819707917,2408,298,22,42,21,932,153,226,211,1332,4703,1
2012830154752,2067,128,24,120,58,228,251,218,80,242,2717,1
2013693171863,2578,198,16,150,33,1671,214,252,168,1652,2705,0
2013952786098,2269,298,21,240,157,778,156,227,209,234,4703,1
2014116710850,2368,117,11,127,9,1282,239,230,120,616,2717,1
2014408328534,2500,89,26,228,57,892,248,187,51,664,2702,1
2014947063378,2012,67,16,270,51,390,234,206,99,120,2706,1
2015083656615,2473,114,14,85,23,577,243,225,108,1332,2706,1
2015313901867,2026,350,36,190,136,210,133,156,145,67,4703,1
2015782156072,2344,319,17,201,64,947,174,222,187,234,2717,1
2015964398122,2308,52,18,90,34,90,227,199,100,962,2704,0
2016304461544,2013,163,23,85,25,256,234,239,122,532,2704,1
2016746292652,2360,160,13,0,0,488,233,242,138,1289,6101,1
2016901167801,2576,136,28,0,0,1410,250,216,74,309,2705,0
2017317877629,2460,148,21,201,62,1138,243,233,110,1249,2705,0
2017398562018,2537,206,23,85,23,1060,199,254,180,1651,2705,0
2017829439667,2141,120,16,42,5,242,245,225,104,547,2702,1
2018731417552,2420,161,28,120,34,150,235,233,110,853,2703,0
2019065580233,2274,279,41,108,69,1379,82,209,248,1075,4703,1
2020062666158,2269,89,26,108,55,1380,248,189,53,666,2703,1
2020066167811,2493,351,17,162,43,878,188,209,158,362,2717,1
2020939556469,2591,150,17,190,53,1173,240,237,121,1150,2705,0
2020940105113,2109,31,30,201,165,228,198,161,83,242,4703,1
2021646696479,2587,171,28,379,131,993,226,239,124,1033,2704,0
2022405966208,2418,287,19,42,4,371,163,235,211,892,4703,1
2022854781506,2592,106,11,30,-2,2001,239,227,117,2126,4704,0
2023574737675,2406,276,14,384,197,391,182,242,199,765,4704,1
2024051463407,2663,130,13,433,70,638,240,233,120,446,4703,0
2024687455432,2566,214,14,283,71,815,205,253,181,1381,2705,0
2027889241582,2513,199,29,339,67,2114,196,249,170,182,2705,0
2028167329992,2032,75,25,190,75,228,241,185,60,424,2702,1
2029452794334,2357,267,16,234,104,470,177,245,206,658,4704,1
2029516281602,2640,211,36,30,27,2227,166,245,189,603,2705,0
2030225707277,2566,325,18,391,79,902,172,217,183,1142,4703,1
2031491832359,2332,258,10,424,-107,90,195,246,189,497,2703,1
2031500441534,2552,190,28,42,17,2486,207,248,156,878,2705,0
2032373745781,2168,308,24,192,97,633,148,217,206,360,4703,1
2033457034234,2206,138,22,150,70,234,247,226,96,418,2703,1
2033618332612,2474,270,7,361,153,417,203,242,179,420,2703,1
2034039198672,2306,22,13,324,82,1047,212,213,136,313,4703,1
2034152530960,2508,237,21,42,15,1008,177,253,208,674,2703,0
2034987217739,2459,320,17,212,-3,30,173,221,187,430,4703,1
2034999549422,2566,162,9,30,3,1406,229,243,145,1031,2705,0
2035198286422,2253,358,36,108,56,1170,143,152,130,604,4703,1
2035354621951,2413,62,24,150,53,594,232,183,70,1215,4703,1
2035379280294,2553,203,22,120,78,1973,202,253,176,872,2705,0
2036063526544,2394,203,4,390,107,1101,218,243,161,1099,2703,1
2036210980724,2665,58,12,510,28,859,228,215,118,1116,4704,0
2036973386436,2231,67,13,309,101,1256,232,215,112,685,4703,1
2039707358280,2149,308,25,124,91,1084,145,216,207,362,4703,1
2039757352818,1959,132,21,192,60,201,248,225,95,819,2704,1
2040070408670,2711,147,5,192,19,933,227,239,147,371,2703,0
2040752275866,2175,303,31,270,173,391,120,208,220,108,2706,1
2041430437798,2585,103,9,30,-3,1480,236,228,122,1172,2703,0
2042149018261,2262,66,21,424,183,514,235,192,78,558,2717,1
2043936721968,2269,357,25,342,174,540,172,186,145,404,4703,1
2044249790733,2177,350,25,153,67,1080,166,189,155,1187,4703,1
2044299365066,2404,218,10,0,0,750,209,250,177,1072,2703,0
2044353049291,2386,88,20,150,45,443,245,204,80,871,2705,0
2044401106587,2669,180,21,212,84,1818,223,248,148,2764,2705,0
2045296313890,2463,158,3,277,12,912,222,239,153,1050,2717,1
2045477508701,2298,299,29,85,8,836,125,214,222,700,4703,1
2045766579092,2284,115,19,30,9,618,249,218,90,769,2705,1
2048459121547,2464,20,10,192,34,720,213,218,141,1273,2717,1
2049404819540,1974,38,38,42,30,67,192,131,46,256,4703,1
2049917676661,2080,55,15,180,22,725,228,207,109,870,2703,1
2051268479068,2207,302,17,0,0,426,169,229,200,1260,6101,1
2052314950906,2121,355,20,30,11,680,183,201,152,511,5101,1
2054662830541,2640,184,4,175,63,1318,220,242,157,1448,4704,0
2055534009379,2314,330,16,467,131,1273,179,218,177,1142,2717,1
2055573138566,2446,323,7,391,158,391,201,233,171,953,4704,1
2055860942999,2314,318,27,212,132,1250,139,204,200,499,4703,1
2055993516135,2316,165,29,30,9,1112,231,235,114,1048,2704,1
2056960644738,2126,104,12,42,9,1240,240,225,114,459,2704,1
2057159179949,2458,149,18,390,50,360,241,236,118,1099,2703,0
2057278463363,2213,182,18,120,38,319,223,249,152,361,2703,1
2057389469841,2546,211,26,400,172,902,190,253,187,990,2704,0
2057494520949,2192,128,28,42,12,1652,252,210,66,85,2704,1
2057564684243,2484,294,17,564,247,743,171,234,202,420,4703,1
2057818230226,2536,215,21,85,24,1040,195,254,188,1573,2705,0
2058439522684,2457,86,25,175,70,787,247,190,58,1231,2705,0
2059767412432,2672,212,15,85,33,1967,205,253,180,1961,2705,0
2060003242041,2320,305,21,192,36,1114,158,223,204,824,2717,1
2061237416741,2589,43,9,242,63,366,222,220,133,983,2717,1
2061335594068,2366,132,22,85,25,242,249,222,89,735,2705,0
2061658445191,2596,211,23,335,176,1584,195,254,185,771,2705,0
2063044838051,2630,260,20,90,44,1379,166,246,216,1392,2704,0
2063683741897,2273,32,24,365,75,840,207,181,100,864,4703,1
2064017199629,2132,354,31,60,7,1218,154,171,144,1020,4703,1
2065586729088,1996,311,4,0,0,67,208,237,168,285,6102,1
2065634444154,2342,323,17,162,33,1319,176,221,184,390,4703,1
2065670467766,2346,24,13,458,196,1224,213,211,133,560,2717,1
2065739475763,2482,315,15,201,40,362,179,227,187,1909,2717,1
2066063918964,2112,297,26,85,39,630,139,222,218,210,4703,1
2066423001619,2588,148,19,450,152,450,242,235,114,458,2705,0
2067141557655,2368,304,14,30,12,391,179,231,192,899,4703,1
2068293165965,2275,113,27,67,33,787,254,202,57,510,2705,1
2068762178328,2578,180,26,162,66,2136,219,245,142,918,2705,0
2069781674174,2043,153,24,60,-5,420,241,233,108,485,2717,1
2069846921793,2355,80,20,60,17,408,242,199,77,735,2705,0
2070061068798,2329,355,25,362,204,997,169,186,147,1299,4703,1
2071097923310,2581,141,15,127,34,1530,241,235,120,849,2704,0
2071616501234,2485,108,11,85,17,1583,239,227,118,713,2705,0
2071879193504,2110,118,31,256,46,430,254,196,45,830,2703,1
2072221205524,2436,1,22,60,15,1660,182,192,143,285,4703,0
2072435590898,2440,173,26,216,44,234,226,242,132,837,2703,0
2072515887313,2150,334,37,67,39,551,115,166,175,371,4703,1
2072890107532,2288,350,36,153,106,1379,133,157,146,1115,4703,1
2073241577899,2245,31,14,30,2,636,216,209,126,589,4703,1
2074292125268,2611,96,11,376,83,666,238,224,115,1510,2703,0
2074751277811,2415,255,14,342,48,1110,187,248,199,1441,2703,0
2074875552238,2338,310,24,67,8,636,148,216,204,418,4703,1
2075664138442,2142,342,17,210,78,466,182,212,167,457,4703,1
2075754967495,2688,156,17,470,-32,636,237,240,128,90,2705,0
2076383033803,2164,358,32,162,75,466,154,164,135,395,4703,1
2077167107635,2388,310,25,361,161,886,145,214,206,201,4703,1
2078256595463,2658,100,11,404,32,1710,238,226,118,2230,2703,0
2079479610469,2327,293,16,255,140,1282,174,235,201,470,4703,1
2080597509719,2480,152,26,420,72,391,241,229,100,1158,2703,0
2081036429827,2382,331,24,342,116,1359,158,203,181,797,4703,1
2082965708694,2224,326,14,361,165,484,184,224,179,335,2703,1
2083319062059,2281,249,12,335,71,768,194,249,193,677,2717,1
2084061184549,2354,32,25,175,97,1441,206,178,96,1006,4703,1
2084088513407,2426,168,18,270,-101,1230,231,244,137,1516,2703,0
2084143888020,2016,327,31,30,17,90,132,189,189,525,6102,1
2085355186874,2322,152,30,175,48,162,240,225,91,849,2704,0
2085616769969,2447,61,26,170,39,1471,231,178,65,497,4703,0
2086523830179,2272,350,12,268,62,757,198,219,160,696,2717,1
2086729536172,2247,260,24,134,67,934,156,245,223,492,2702,1
2086940595422,2504,44,29,162,45,1567,212,162,66,400,4703,0
2087091634572,2044,276,25,108,49,153,144,236,227,277,2706,1
2088450511268,2484,320,11,210,52,633,191,229,178,1442,2717,1
2089131160638,2394,267,24,0,0,589,153,241,224,1050,5101,0
2089746561202,2064,102,26,228,133,242,252,196,55,457,2702,1
2089878742067,2210,329,19,90,11,1057,172,214,180,366,4703,1
2089904444477,2070,337,27,516,62,618,150,191,173,430,2706,1
2091091650883,2398,11,21,324,8,1106,192,192,130,1032,4703,1
2091567341277,2470,162,18,210,-79,1290,234,242,130,1559,2705,0
2092204345702,2373,90,27,95,39,934,249,185,47,1008,2706,1
2092471173138,2437,357,18,283,122,382,188,203,150,283,4703,1
2092492862684,2300,290,39,124,110,1379,85,201,240,1087,4703,1
2092694400752,2378,298,20,201,54,175,161,229,207,553,4703,1
2092750175464,2244,118,32,85,46,962,254,193,39,912,2717,1
2092817305865,2085,295,21,30,13,666,155,229,212,124,2705,1
2094273391680,2455,204,18,30,-1,1167,208,253,175,658,2705,0
2095086168629,2319,226,27,108,39,537,173,253,206,1781,2705,1
2096229086589,2350,277,16,323,16,150,175,241,205,726,2703,1
2096943245415,2801,223,27,371,173,3076,175,253,203,1505,2705,0
2097139245370,2779,97,6,277,49,2463,230,231,135,2172,7756,0
2099158368481,2608,106,6,180,4,1518,231,232,135,1031,2703,0
2099256161922,2788,122,17,534,154,2711,246,224,101,1974,4703,0
2100245636939,2466,17,19,120,41,1600,200,196,128,342,4703,0
2101327466437,2535,59,15,182,66,1047,230,207,105,819,2717,1
2103916630489,2380,90,26,67,34,457,249,189,53,876,2705,0
2105621470480,2726,156,22,424,92,2469,239,237,116,2193,2705,0
2107334499048,2299,231,15,258,36,891,196,252,192,752,2717,1
2107371936780,1984,104,20,150,8,170,249,211,82,541,2704,1
2107442773849,2626,128,32,466,218,443,252,202,52,1406,2705,0
2107993792931,2053,303,32,67,46,108,118,206,220,698,4703,1
2108761133208,2503,198,14,90,18,1110,215,251,168,1064,2705,0
2109003640744,2317,97,13,42,8,1140,241,220,106,124,2717,1
2109700533165,2449,301,10,120,19,888,193,236,183,1351,2717,1
2110911462595,2444,276,22,190,52,255,155,238,220,485,4703,1
2111173947776,2207,56,35,376,9,720,219,146,33,741,2717,1
2112617317315,2423,152,20,272,80,607,240,236,117,644,2704,1
2115254252117,2363,94,4,30,0,516,225,234,144,1337,6101,1
2116310225984,2387,76,10,85,17,1120,233,220,118,768,2717,1
2116313938133,2651,159,17,309,47,509,236,241,130,218,2705,0
2116928550614,2388,110,11,234,29,1310,239,228,118,642,2717,1
2117042262315,2316,110,16,150,29,1165,245,221,100,992,2704,1
2117425365978,2418,226,25,30,9,1348,178,254,203,792,2705,0
2118301874492,2287,8,23,120,-1,938,186,187,132,300,4703,1
2118697553018,2257,11,24,384,19,488,186,183,125,350,2717,1
2119654458131,2405,295,13,162,25,540,184,236,192,864,2704,0
2120118027374,1957,51,25,0,0,42,223,178,76,108,2702,1
2120399868987,2473,86,15,270,113,792,240,215,101,1167,2717,1
2121183725004,2669,132,14,85,5,1296,242,232,117,759,2703,0
2121260368544,2407,101,1,42,-1,1511,221,237,152,511,4703,0
2121373919015,2579,28,14,150,23,365,214,209,128,994,4703,0
2122265947185,2676,153,17,216,20,955,238,239,124,543,2703,0
2123028532730,2378,109,17,175,73,810,247,219,96,755,2704,1
2124308452557,2553,162,12,120,15,1181,232,243,141,1233,2705,0
2124424679708,2419,67,2,150,70,1146,221,235,151,907,2717,1
2126089884923,2773,121,19,351,131,2321,249,221,91,2222,2705,0
2126446427329,2318,325,17,242,108,895,175,219,183,808,2717,1
2128227724344,2758,80,21,295,65,2880,243,197,74,1296,2703,0
2128684439010,2458,120,22,240,60,1158,251,215,81,1265,2705,0
2130273304715,2579,239,32,60,2,1487,146,247,224,1276,2704,0
2130441939725,2235,347,19,0,0,1296,180,206,162,666,4703,1
2130474569975,2509,76,15,85,23,277,238,210,99,1328,4703,0
2133607646833,2639,6,12,335,86,577,205,217,148,1087,2703,0
2134874008904,2585,135,22,255,71,902,248,224,92,1600,2705,0
2136042510592,2394,183,16,134,24,1080,222,249,155,1667,2703,0
2136297413198,2530,331,11,342,26,127,194,226,172,1935,2717,1
2136589865612,2638,7,13,323,85,573,203,213,146,1110,2703,0
2136690253476,2292,89,34,30,16,1570,247,164,17,708,2704,1
2137467357694,2601,230,24,234,81,890,176,253,207,1533,2705,0
2137567738737,2369,130,13,67,5,474,240,233,120,1294,2705,1
2137612981316,2382,325,29,127,58,192,136,195,192,283,4703,1
2138465961838,2443,19,24,212,18,677,196,183,115,1566,4703,1
2139669818904,2021,195,16,0,0,470,215,252,166,642,5101,1
2141005570131,2284,341,36,297,176,636,124,163,163,228,4703,1
2141650804834,2292,100,19,150,78,1470,248,210,83,711,2703,1
2142557704692,2129,12,29,124,80,1032,179,169,115,361,4703,1
2142612568993,2502,212,35,180,76,1943,169,247,191,212,2705,0
2143940993112,2368,66,18,134,53,212,234,200,90,726,2704,0
2144331744238,2552,11,4,30,-5,1465,216,232,153,1120,6102,0
2144587323874,2533,126,19,242,65,828,248,223,95,886,2703,0
2145316744397,2287,10,18,30,0,696,198,202,138,553,4703,1
2147473581372,2443,161,27,242,73,1176,235,234,111,1442,2705,0
2147483588989,2239,315,27,67,25,865,140,207,202,258,4703,1
2147542658011,2637,137,28,443,228,418,249,216,74,1440,2705,0
2147983278267,2599,205,20,313,60,1482,205,254,177,2028,2705,0
2149007003534,2572,208,5,541,102,732,217,244,164,832,2703,0
2149474103515,2281,165,17,458,176,967,233,243,135,573,2703,1
2150284950558,2622,128,27,85,33,1827,252,212,70,2814,2705,0
2150371323708,2341,111,22,297,46,1368,252,209,73,277,2717,1
2150893167927,2219,303,28,85,42,552,133,214,216,1337,4703,1
2151820851315,2681,99,5,150,26,1811,228,233,140,1744,2705,0
2151999677716,2418,100,10,658,103,725,237,227,120,1116,2717,1
2152927992475,2507,206,19,150,42,537,204,254,178,1048,2703,0
2153135852216,2612,228,28,256,186,1983,169,252,209,342,2705,0
2153256025049,2478,79,27,67,24,1356,243,182,51,997,2704,0
2153335747725,2549,171,12,60,4,1664,228,245,147,1620,2705,0
2153794258435,2713,159,8,150,13,977,229,242,145,390,2703,0
2154818058062,2693,54,10,376,9,768,226,218,125,313,4703,0
2154822059574,2357,118,23,324,37,450,252,213,76,1149,2704,1
2155619684757,2272,73,28,342,74,810,239,174,47,825,2717,1
2159183495610,2404,148,20,285,61,558,242,234,113,674,2704,1
2159257789300,2562,67,6,300,-8,1150,227,228,135,1289,2703,0
2159634826314,2552,140,15,339,97,726,241,235,120,1019,2705,0
2159837133257,2250,306,22,42,11,908,156,222,205,395,4703,1
2160067859992,2713,174,16,180,16,2048,228,246,146,379,2705,0
2160535307840,2492,144,27,285,113,313,246,223,87,1036,2705,0
2160891236822,2685,59,11,324,40,969,228,218,121,1092,4704,0
2161303365291,2271,96,19,0,0,0,247,209,82,960,2704,0
2161649091915,2349,97,13,192,20,400,241,221,108,698,2703,1
2162341110539,2223,296,27,95,57,1120,133,220,221,642,4703,1
2163411426468,2183,22,37,60,27,1288,170,136,78,1034,4703,1
2163565288066,2356,38,14,285,149,150,219,208,121,1422,2703,1
2165260139926,2642,73,9,384,68,1116,230,223,126,842,4704,0
